idd,species_id,version_id,flavor_text
5004,206,22,"It creates mazes in dark locations.
When spotted, it flees into the
ground by digging with its tail."
5005,206,23,"When spotted, this Pokémon escapes backward by
furiously boring into the ground with its tail."
5006,206,24,"It digs into the ground with its tail and makes a
mazelike nest. It can fly just a little."
5007,206,25,"Dunsparce has a drill for its tail. It uses this tail to burrow into
the ground backward. This Pokémon is known to make its
nest in complex shapes deep under the ground."
5008,206,26,"Dunsparce has a drill for its tail. It uses this tail to burrow into
the ground backward. This Pokémon is known to make its
nest in complex shapes deep under the ground."
5009,206,29,"It travels by digging through the ground.
Diglett and Dunsparce share one another’s
tunnels happily."
5010,207,4,"It flies straight
at its target's
face then clampsdown on the star­
tled victim to
inject poison."
5011,207,5,"It usually clings
to cliffs. When it
spots its prey, itspreads its wings
and glides down to
attack."
5012,207,6,"It builds its nest
on a steep cliff.
When it is donegliding, it hops
along the ground
back to its nest."
5013,207,7,"GLIGAR glides through the air without
a sound as if it were sliding.
This POKéMON hangs on to the face ofits foe using its clawed hind legs and
the large pincers on its forelegs, then
injects the prey with its poison barb."
5014,207,8,"GLIGAR glides through the air without
a sound as if it were sliding.
This POKéMON hangs on to the face ofits foe using its clawed hind legs and
the large pincers on its forelegs, then
injects the prey with its poison barb."
5015,207,9,"It glides without making a single sound.
It grasps the face of its foe using its
hind and large front claws, then stabs
with its poison barb."
5016,207,10,"It usually clings to cliffs. When it spots
its prey, it spreads its wings and glides
down to attack."
5017,207,11,"It flies straight at its target’s face,
then clamps down on the startled
victim to inject poison."
5018,207,12,"It sails on the winds with its
limbs extended to strike from the
sky. It aims for the prey’s face."
5019,207,13,"It sails on the winds with its
limbs extended to strike from the
sky. It aims for the prey’s face."
5020,207,14,"It glides as if sliding. It startles
foes by clamping on to their faces,
then jabs with its poison stinger."
5021,207,15,"It flies straight at its target’s
face, then clamps down on the
startled victim to inject poison."
5022,207,16,"It usually clings to cliffs. When it
spots its prey, it spreads its wings
and glides down to attack."
5023,207,17,"It glides as if sliding. It startles
foes by clamping on to their faces,
then jabs with its poison stinger."
5024,207,18,"It glides as if sliding. It startles
foes by clamping on to their faces,
then jabs with its poison stinger."
5025,207,21,"It clamps on to its chosen prey then
jabs the stinger on its tail into the
prey while it’s stunned with surprise."
5026,207,22,"It clamps on to its chosen prey then
jabs the stinger on its tail into the
prey while it’s stunned with surprise."
5027,207,23,"It usually clings to cliffs. When it spots its prey,
it spreads its wings and glides down to attack."
5028,207,24,"It flies straight at its target’s face, then clamps
down on the startled victim to inject poison."
5029,207,25,"Gligar glides through the air without a sound as if it were
sliding. This Pokémon hangs on to the face of its foe using
its clawed hind legs and the large pincers on its forelegs, then
injects the prey with its poison barb."
5030,207,26,"Gligar glides through the air without a sound as if it were
sliding. This Pokémon hangs on to the face of its foe using
its clawed hind legs and the large pincers on its forelegs, then
injects the prey with its poison barb."
5031,208,4,"Its body has been
compressed deep
under the ground.As a result, it is
even harder than a
diamond."
5032,208,5,"It is said that if
an ONIX lives for
over 100 years,its composition
changes to become
diamond-like."
5033,208,6,"The many small
metal particles
that cover thisPOKéMON's body
reflect bright
light well."
5034,208,7,"STEELIX lives even further underground
than ONIX. This POKéMON is known to dig
towards the earth’s core.There are records of this POKéMON
reaching a depth of over six-tenths
of a mile underground."
5035,208,8,"STEELIX lives even further underground
than ONIX. This POKéMON is known to dig
towards the earth’s core.There are records of this POKéMON
reaching a depth of over six-tenths
of a mile underground."
5036,208,9,"STEELIX live even further underground
than ONIX. This POKéMON is known to dig
toward the earth’s core, reaching a depth
of over six-tenths of a mile underground."
5037,208,10,"It is said that if an ONIX lives for over
100 years, its composition changes to
become diamond-like."
5038,208,11,"Its body has been compressed deep under
the ground. As a result, it is even harder
than diamond."
5039,208,12,"Tempered underground under
high pressure and heat, its
body is harder than any metal."
5040,208,13,"It chews its way through boulders
with its sturdy jaws. Its eyes can
see in the darkness underground."
5041,208,14,"It is thought its body transformed
as a result of iron accumulating
internally from swallowing soil."
5042,208,15,"Its body has been compressed deep
under the ground. As a result,
it is even harder than a diamond."
5043,208,16,"It’s said that if an ONIX lives for 100
years, its composition becomes
diamondlike as it evolves into a STEELIX."
5044,208,17,"It is thought its body transformed
as a result of iron accumulating
internally from swallowing soil."
5045,208,18,"It is thought its body transformed
as a result of iron accumulating
internally from swallowing soil."
5046,208,21,"The iron it ingested with the soil it
swallowed transformed its body and
made it harder than diamonds."
5047,208,22,"The iron it ingested with the soil it
swallowed transformed its body and
made it harder than diamonds."
5048,208,23,"Tempered underground under high pressure and
heat, its body is harder than any metal."
5049,208,24,"It chews its way through boulders with its
sturdy jaws. Its eyes can see in the
darkness underground."
5050,208,25,"Steelix lives even further underground than Onix.
This Pokémon is known to dig toward the earth’s core.
There are records of this Pokémon reaching a depth of over
six-tenths of a mile underground."
5051,208,26,"Steelix lives even further underground than Onix.
This Pokémon is known to dig toward the earth’s core.
There are records of this Pokémon reaching a depth of
over six-tenths of a mile underground."
5052,209,4,"Although it looks
frightening, it is
actually kind andaffectionate. It
is very popular
among women."
5053,209,5,"It has an active,
playful nature.
Many women liketo frolic with it
because of its af­
fectionate ways."
5054,209,6,"In truth, it is a
cowardly POKéMON.
It growls eagerlyin order to hide
its fear from its
opponent."
5055,209,7,"By baring its fangs and making a scary
face, SNUBBULL sends smaller POKéMON
scurrying away in terror.However, this POKéMON seems a little
sad at making its foes flee."
5056,209,8,"By baring its fangs and making a scary
face, SNUBBULL sends smaller POKéMON
scurrying away in terror.However, this POKéMON seems a little
sad at making its foes flee."
5057,209,9,"By baring its fangs and making a scary
face, it sends smaller POKéMON scurrying
in terror. The SNUBBULL does seem a
little sad at making its foes flee."
5058,209,10,"It has an active, playful nature. Many
women like to frolic with it because of
its affectionate ways."
5059,209,11,"Although it looks frightening, it is
actually kind and affectionate. It is very
popular among women."
5060,209,12,"Small Pokémon flee from its scary
face. It is, however, considered
by women to be cute."
5061,209,13,"Small Pokémon flee from its scary
face. It is, however, considered
by women to be cute."
5062,209,14,"Small Pokémon flee from its scary
face. It is, however, considered
by women to be cute."
5063,209,15,"Although it looks frightening, it
is actually kind and affectionate.
It is very popular among women."
5064,209,16,"It has an active, playful nature.
Many women like to frolic with it
because of its affectionate ways."
5065,209,17,"Small Pokémon flee from its scary
face. It is, however, considered
by women to be cute."
5066,209,18,"Small Pokémon flee from its scary
face. It is, however, considered
by women to be cute."
5067,209,21,"Small Pokémon flee from its scary
face. It is, however, considered
by women to be cute."
5068,209,22,"Small Pokémon flee from its scary
face. It is, however, considered
by women to be cute."
5069,209,23,"It has an active, playful nature. Many women like to
frolic with it because of its affectionate ways."
5070,209,24,"Small Pokémon flee from its scary face. It is,
however, considered by women to be cute."
5071,209,25,"By baring its fangs and making a scary face, Snubbull sends
smaller Pokémon scurrying away in terror. However, this
Pokémon seems a little sad at making its foes flee."
